TaskID,TAG,SkillLevel,YOE,ResourceCost (Annual),Time_Spent
DEV17,WebDeveloper,80,6,29049,95
DEV19,WebDeveloper,80,6,29049,105
DEV18,ProjectManager,70,4,24392,90
TES4,WebDeveloper,80,6,29049,90
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,80,6,29049,75
REL1,WebDeveloper,80,6,29049,40
TES7,ProjectManager,70,4,24392,70
DEV1,WebDeveloper,30,1,20038,80
REL5,ProjectManager,70,4,24392,35
DEV10,WebConsultant,20,1,14664,400
DEV14,WebConsultant,20,1,14664,370
DEV15,WebConsultant,20,1,14664,265
TES1,WebConsultant,20,1,14664,235
TES2,WebConsultant,20,1,14664,210
TES3,WebConsultant,20,1,14664,185
DEV10,WebConsultant,70,4,20038,290
DEV14,WebConsultant,70,4,20038,295
DEV15,WebConsultant,70,4,20038,220
TES1,WebConsultant,70,4,20038,130
TES2,WebConsultant,70,4,20038,120
TES3,WebConsultant,70,4,20038,160
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,380
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,110
DES6,ProjectManager,70,4,24392,30
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,160
DEV4,WebDeveloper,30,1,20038,235
DEV5,WebDeveloper,30,1,20038,105
DEV6,WebDeveloper,30,1,20038,90
DEV7,WebDeveloper,30,1,20038,80
DEV8,WebDeveloper,30,1,20038,70
DEV9,WebDeveloper,30,1,20038,70
DEV11,WebDeveloper,30,1,20038,150
DEV12,WebDeveloper,30,1,20038,115
DEV16,WebDeveloper,30,1,20038,170
DEV17,WebDeveloper,30,1,20038,160
DEV19,WebDeveloper,30,1,20038,105
DEV18,ProjectManager,70,4,24392,100
TES6,WebDeveloper,30,1,20038,160
DEV20,ProjectManager,70,4,24392,30
REL1,WebDeveloper,30,1,20038,95
TES7,ProjectManager,70,4,24392,90
DEV1,WebDeveloper,80,6,29049,50
REL5,ProjectManager,70,4,24392,45
REQ1,ProjectManager,70,4,24392,45
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,350
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,30
DEV2,WebDeveloper,80,6,29049,35
DEV3,WebDeveloper,80,6,29049,90
DEV4,WebDeveloper,80,6,29049,130
DEV5,WebDeveloper,80,6,29049,80
DEV6,WebDeveloper,80,6,29049,50
DEV7,WebDeveloper,80,6,29049,40
DEV8,WebDeveloper,80,6,29049,50
DEV9,WebDeveloper,80,6,29049,40
DEV11,WebDeveloper,80,6,29049,95
DEV10,WebConsultant,70,4,20038,290
DEV12,WebDeveloper,80,6,29049,90
DEV16,WebDeveloper,80,6,29049,105
DEV14,WebConsultant,70,4,20038,370
DEV15,WebConsultant,70,4,20038,215
DEV17,WebDeveloper,80,6,29049,95
DEV19,WebDeveloper,80,6,29049,70
DEV18,ProjectManager,70,4,24392,90
TES6,WebDeveloper,80,6,29049,50
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,175
TES2,WebConsultant,70,4,20038,170
TES3,WebConsultant,70,4,20038,170
REL1,WebDeveloper,80,6,29049,45
TES7,ProjectManager,70,4,24392,50
DEV1,WebDeveloper,50,3,24392,60
REL5,ProjectManager,70,4,24392,50
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,50
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,345
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,125
DES6,ProjectManager,70,4,24392,30
DEV10,WebConsultant,50,3,17888,370
DEV14,WebConsultant,50,3,17888,335
DEV15,WebConsultant,50,3,17888,215
DEV18,ProjectManager,70,4,24392,95
DEV20,ProjectManager,70,4,24392,35
TES1,WebConsultant,50,3,17888,170
TES2,WebConsultant,50,3,17888,180
TES3,WebConsultant,50,3,17888,140
TES7,ProjectManager,70,4,24392,60
REL5,ProjectManager,70,4,24392,45
DEV2,WebDeveloper,50,3,24392,40
DEV3,WebDeveloper,50,3,24392,95
DEV4,WebDeveloper,50,3,24392,140
DEV5,WebDeveloper,50,3,24392,95
DEV6,WebDeveloper,50,3,24392,45
DEV7,WebDeveloper,50,3,24392,70
DEV8,WebDeveloper,50,3,24392,60
DEV9,WebDeveloper,50,3,24392,55
DEV11,WebDeveloper,50,3,24392,105
DEV12,WebDeveloper,50,3,24392,105
DEV16,WebDeveloper,50,3,24392,115
DEV17,WebDeveloper,50,3,24392,95
DEV19,WebDeveloper,50,3,24392,95
TES6,WebDeveloper,50,3,24392,95
REL1,WebDeveloper,50,3,24392,50
DEV1,WebDeveloper,30,1,20038,90
DEV2,WebDeveloper,30,1,20038,60
DEV3,WebDeveloper,30,1,20038,145
DEV4,WebDeveloper,30,1,20038,235
DEV5,WebDeveloper,30,1,20038,120
DEV6,WebDeveloper,30,1,20038,105
DEV7,WebDeveloper,30,1,20038,90
DEV8,WebDeveloper,30,1,20038,80
DEV9,WebDeveloper,30,1,20038,80
DEV11,WebDeveloper,30,1,20038,145
DEV12,WebDeveloper,30,1,20038,115
DEV16,WebDeveloper,30,1,20038,185
DEV17,WebDeveloper,30,1,20038,105
DEV19,WebDeveloper,30,1,20038,120
TES6,WebDeveloper,30,1,20038,145
REL1,WebDeveloper,30,1,20038,115
DEV1,WebDeveloper,80,6,29049,35
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,45
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,45
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,395
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,140
DES6,ProjectManager,70,4,24392,30
DEV10,WebConsultant,20,1,14664,450
DEV14,WebConsultant,20,1,14664,380
DEV15,WebConsultant,20,1,14664,320
DEV18,ProjectManager,70,4,24392,90
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,250
TES2,WebConsultant,20,1,14664,205
TES3,WebConsultant,20,1,14664,220
TES7,ProjectManager,70,4,24392,90
REL5,ProjectManager,70,4,24392,45
REQ1,ProjectManager,70,4,24392,35
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,40
DES1,ProjectManager,70,4,24392,50
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,370
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,175
DES6,ProjectManager,70,4,24392,30
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,95
DEV4,WebDeveloper,80,6,29049,140
DEV5,WebDeveloper,80,6,29049,70
DEV6,WebDeveloper,80,6,29049,45
DEV7,WebDeveloper,80,6,29049,55
DEV8,WebDeveloper,80,6,29049,45
DEV9,WebDeveloper,80,6,29049,35
DEV11,WebDeveloper,80,6,29049,105
DEV12,WebDeveloper,80,6,29049,95
DEV13,WebDeveloper,80,6,29049,405
DEV16,WebDeveloper,80,6,29049,115
DEV17,WebDeveloper,80,6,29049,125
DEV19,WebDeveloper,80,6,29049,90
DEV18,ProjectManager,70,4,24392,95
TES4,WebDeveloper,80,6,29049,105
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,80,6,29049,80
REL1,WebDeveloper,80,6,29049,35
TES7,ProjectManager,70,4,24392,90
DEV1,WebDeveloper,50,3,24392,50
REL5,ProjectManager,70,4,24392,50
DEV10,WebConsultant,50,3,17888,350
DEV14,WebConsultant,50,3,17888,355
DEV15,WebConsultant,50,3,17888,290
TES1,WebConsultant,50,3,17888,145
TES2,WebConsultant,50,3,17888,145
TES3,WebConsultant,50,3,17888,165
TES5,WebConsultant,50,3,17888,160
DEV10,WebConsultant,70,4,20038,290
DEV14,WebConsultant,70,4,20038,290
DEV15,WebConsultant,70,4,20038,235
TES1,WebConsultant,70,4,20038,145
TES2,WebConsultant,70,4,20038,170
TES3,WebConsultant,70,4,20038,145
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,35
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,35
DES1,ProjectManager,70,4,24392,45
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,380
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,130
DES6,ProjectManager,70,4,24392,15
DEV2,WebDeveloper,50,3,24392,30
DEV3,WebDeveloper,50,3,24392,120
DEV4,WebDeveloper,50,3,24392,185
DEV5,WebDeveloper,50,3,24392,90
DEV6,WebDeveloper,50,3,24392,60
DEV7,WebDeveloper,50,3,24392,70
DEV8,WebDeveloper,50,3,24392,50
DEV9,WebDeveloper,50,3,24392,75
DEV11,WebDeveloper,50,3,24392,105
DEV12,WebDeveloper,50,3,24392,115
DEV13,WebDeveloper,80,6,29049,335
DEV16,WebDeveloper,50,3,24392,130
DEV17,WebDeveloper,50,3,24392,140
DEV19,WebDeveloper,50,3,24392,140
DEV18,ProjectManager,70,4,24392,90
TES4,WebDeveloper,80,6,29049,90
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,50,3,24392,105
REL1,WebDeveloper,50,3,24392,70
TES7,ProjectManager,70,4,24392,50
REL5,ProjectManager,70,4,24392,45
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,15
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,65
DES2,ProjectManager,70,4,24392,20
DES3,WebDesigner,60,3,20038,425
DES4,ProjectManager,70,4,24392,70
DES5,WebDesigner,60,3,20038,190
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,35
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,135
DEV4,WebDeveloper,80,6,29049,195
DEV5,WebDeveloper,80,6,29049,75
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,75
DEV8,WebDeveloper,80,6,29049,40
DEV9,WebDeveloper,80,6,29049,30
DEV10,WebConsultant,70,4,20038,360
DEV11,WebDeveloper,80,6,29049,115
DEV12,WebDeveloper,80,6,29049,125
DEV13,WebDeveloper,80,6,29049,445
DEV14,WebConsultant,70,4,20038,350
DEV15,WebConsultant,70,4,20038,275
DEV16,WebDeveloper,80,6,29049,125
DEV17,WebDeveloper,80,6,29049,140
DEV18,ProjectManager,70,4,24392,125
DEV19,WebDeveloper,80,6,29049,120
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,170
TES2,WebConsultant,70,4,20038,190
TES3,WebConsultant,70,4,20038,190
TES4,WebDeveloper,80,6,29049,105
TES5,WebConsultant,70,4,20038,115
TES6,WebDeveloper,80,6,29049,110
TES7,ProjectManager,70,4,24392,120
REL1,WebDeveloper,80,6,29049,55
REL2,ProjectManager,70,4,24392,80
REL3,ProjectManager,70,4,24392,90
REL4,WebDeveloper,80,6,29049,145
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,40
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,75
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,405
DES4,ProjectManager,70,4,24392,60
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,50,3,24392,55
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,145
DEV4,WebDeveloper,50,3,24392,215
DEV5,WebDeveloper,50,3,24392,95
DEV6,WebDeveloper,50,3,24392,65
DEV7,WebDeveloper,50,3,24392,85
DEV8,WebDeveloper,50,3,24392,55
DEV9,WebDeveloper,50,3,24392,40
DEV10,WebConsultant,50,3,17888,405
DEV11,WebDeveloper,50,3,24392,125
DEV12,WebDeveloper,50,3,24392,140
DEV14,WebConsultant,50,3,17888,375
DEV15,WebConsultant,50,3,17888,285
DEV16,WebDeveloper,50,3,24392,125
DEV17,WebDeveloper,50,3,24392,115
DEV18,ProjectManager,70,4,24392,145
DEV19,WebDeveloper,50,3,24392,95
DEV20,ProjectManager,70,4,24392,25
TES1,WebConsultant,50,3,17888,195
TES2,WebConsultant,50,3,17888,180
TES3,WebConsultant,50,3,17888,205
TES6,WebDeveloper,50,3,24392,105
TES7,ProjectManager,70,4,24392,110
REL1,WebDeveloper,50,3,24392,55
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,70
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,445
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,170
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,80
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,175
DEV4,WebDeveloper,30,1,20038,275
DEV5,WebDeveloper,30,1,20038,140
DEV6,WebDeveloper,30,1,20038,90
DEV7,WebDeveloper,30,1,20038,105
DEV8,WebDeveloper,30,1,20038,85
DEV9,WebDeveloper,30,1,20038,70
DEV11,WebDeveloper,30,1,20038,175
DEV12,WebDeveloper,30,1,20038,150
DEV16,WebDeveloper,30,1,20038,210
DEV17,WebDeveloper,30,1,20038,165
DEV18,ProjectManager,70,4,24392,135
DEV19,WebDeveloper,30,1,20038,145
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,30,1,20038,185
TES7,ProjectManager,70,4,24392,105
REL1,WebDeveloper,30,1,20038,105
REL5,ProjectManager,70,4,24392,60
DEV10,WebConsultant,20,1,14664,530
DEV14,WebConsultant,20,1,14664,475
DEV15,WebConsultant,20,1,14664,315
TES1,WebConsultant,20,1,14664,255
TES2,WebConsultant,20,1,14664,285
TES3,WebConsultant,20,1,14664,225
DEV10,WebConsultant,50,3,17888,425
DEV14,WebConsultant,50,3,17888,380
DEV15,WebConsultant,50,3,17888,265
TES1,WebConsultant,50,3,17888,190
TES2,WebConsultant,50,3,17888,200
TES3,WebConsultant,50,3,17888,180
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,40
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,455
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,125
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,50,3,24392,65
DEV2,WebDeveloper,50,3,24392,35
DEV3,WebDeveloper,50,3,24392,125
DEV4,WebDeveloper,50,3,24392,185
DEV5,WebDeveloper,50,3,24392,105
DEV6,WebDeveloper,50,3,24392,65
DEV7,WebDeveloper,50,3,24392,75
DEV8,WebDeveloper,50,3,24392,65
DEV9,WebDeveloper,50,3,24392,65
DEV11,WebDeveloper,50,3,24392,120
DEV12,WebDeveloper,50,3,24392,115
DEV16,WebDeveloper,50,3,24392,125
DEV17,WebDeveloper,50,3,24392,125
DEV18,ProjectManager,70,4,24392,125
DEV19,WebDeveloper,50,3,24392,105
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,50,3,24392,105
TES7,ProjectManager,70,4,24392,85
REL1,WebDeveloper,50,3,24392,60
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,60
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,25
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,435
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,115
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,55
DEV2,WebDeveloper,80,6,29049,30
DEV3,WebDeveloper,80,6,29049,115
DEV4,WebDeveloper,80,6,29049,170
DEV5,WebDeveloper,80,6,29049,90
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,65
DEV8,WebDeveloper,80,6,29049,55
DEV9,WebDeveloper,80,6,29049,60
DEV10,WebConsultant,20,1,14664,510
DEV11,WebDeveloper,80,6,29049,105
DEV12,WebDeveloper,80,6,29049,115
DEV14,WebConsultant,20,1,14664,460
DEV15,WebConsultant,20,1,14664,335
DEV16,WebDeveloper,80,6,29049,115
DEV17,WebDeveloper,80,6,29049,105
DEV18,ProjectManager,70,4,24392,115
DEV19,WebDeveloper,80,6,29049,95
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,285
TES2,WebConsultant,20,1,14664,265
TES3,WebConsultant,20,1,14664,255
TES6,WebDeveloper,80,6,29049,85
TES7,ProjectManager,70,4,24392,75
REL1,WebDeveloper,80,6,29049,50
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,50
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,455
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,30,1,20038,95
DEV2,WebDeveloper,30,1,20038,50
DEV3,WebDeveloper,30,1,20038,225
DEV4,WebDeveloper,30,1,20038,240
DEV5,WebDeveloper,30,1,20038,150
DEV6,WebDeveloper,30,1,20038,95
DEV7,WebDeveloper,30,1,20038,95
DEV8,WebDeveloper,30,1,20038,125
DEV9,WebDeveloper,30,1,20038,105
DEV10,WebConsultant,70,4,20038,375
DEV11,WebDeveloper,30,1,20038,160
DEV12,WebDeveloper,30,1,20038,170
DEV14,WebConsultant,70,4,20038,350
DEV15,WebConsultant,70,4,20038,275
DEV16,WebDeveloper,30,1,20038,190
DEV17,WebDeveloper,30,1,20038,200
DEV18,ProjectManager,70,4,24392,95
DEV19,WebDeveloper,30,1,20038,170
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,210
TES2,WebConsultant,70,4,20038,190
TES3,WebConsultant,70,4,20038,170
TES6,WebDeveloper,30,1,20038,140
TES7,ProjectManager,70,4,24392,65
REL1,WebDeveloper,30,1,20038,85
REL5,ProjectManager,70,4,24392,65
REQ1,ProjectManager,70,4,24392,25
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,20
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,75
DES2,ProjectManager,70,4,24392,15
DES3,WebDesigner,60,3,20038,445
DES4,ProjectManager,70,4,24392,60
DES5,WebDesigner,60,3,20038,160
DES6,ProjectManager,70,4,24392,25
DEV1,WebDeveloper,50,3,24392,55
DEV2,WebDeveloper,50,3,24392,25
DEV3,WebDeveloper,50,3,24392,150
DEV4,WebDeveloper,50,3,24392,210
DEV5,WebDeveloper,50,3,24392,95
DEV6,WebDeveloper,50,3,24392,70
DEV7,WebDeveloper,50,3,24392,90
DEV8,WebDeveloper,50,3,24392,60
DEV9,WebDeveloper,50,3,24392,55
DEV10,WebConsultant,50,3,17888,405
DEV11,WebDeveloper,50,3,24392,140
DEV12,WebDeveloper,50,3,24392,155
DEV13,WebDeveloper,50,3,24392,530
DEV14,WebConsultant,50,3,17888,405
DEV15,WebConsultant,50,3,17888,320
DEV16,WebDeveloper,50,3,24392,155
DEV17,WebDeveloper,50,3,24392,165
DEV18,ProjectManager,70,4,24392,115
DEV19,WebDeveloper,50,3,24392,180
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,50,3,17888,195
TES2,WebConsultant,50,3,17888,170
TES3,WebConsultant,50,3,17888,205
TES4,WebDeveloper,50,3,24392,170
TES5,WebConsultant,50,3,17888,205
TES6,WebDeveloper,50,3,24392,135
TES7,ProjectManager,70,4,24392,105
REL1,WebDeveloper,50,3,24392,75
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,30
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,65
DES2,ProjectManager,70,4,24392,25
DES3,WebDesigner,60,3,20038,475
DES4,ProjectManager,70,4,24392,55
DES5,WebDesigner,60,3,20038,190
DES6,ProjectManager,70,4,24392,20
DEV1,WebDeveloper,80,6,29049,40
DEV2,WebDeveloper,80,6,29049,15
DEV3,WebDeveloper,80,6,29049,115
DEV4,WebDeveloper,80,6,29049,150
DEV5,WebDeveloper,80,6,29049,60
DEV6,WebDeveloper,80,6,29049,55
DEV7,WebDeveloper,80,6,29049,65
DEV8,WebDeveloper,80,6,29049,40
DEV9,WebDeveloper,80,6,29049,35
DEV10,WebConsultant,70,4,20038,350
DEV11,WebDeveloper,80,6,29049,105
DEV12,WebDeveloper,80,6,29049,105
DEV13,WebDeveloper,80,6,29049,405
DEV14,WebConsultant,70,4,20038,355
DEV15,WebConsultant,70,4,20038,265
DEV16,WebDeveloper,80,6,29049,115
DEV17,WebDeveloper,80,6,29049,115
DEV18,ProjectManager,70,4,24392,105
DEV19,WebDeveloper,80,6,29049,125
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,70,4,20038,155
TES2,WebConsultant,70,4,20038,145
TES3,WebConsultant,70,4,20038,190
TES4,WebDeveloper,80,6,29049,105
TES6,WebDeveloper,80,6,29049,90
TES7,ProjectManager,70,4,24392,85
REL1,WebDeveloper,80,6,29049,50
REL5,ProjectManager,70,4,24392,40
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,40
REQ3,ProjectManager,70,4,24392,40
REQ4,ProjectManager,70,4,24392,65
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,455
DES4,ProjectManager,70,4,24392,40
DES5,WebDesigner,60,3,20038,135
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,95
DEV2,WebDeveloper,30,1,20038,65
DEV3,WebDeveloper,30,1,20038,190
DEV4,WebDeveloper,30,1,20038,285
DEV5,WebDeveloper,30,1,20038,125
DEV6,WebDeveloper,30,1,20038,105
DEV7,WebDeveloper,30,1,20038,95
DEV8,WebDeveloper,30,1,20038,85
DEV9,WebDeveloper,30,1,20038,85
DEV10,WebConsultant,20,1,14664,480
DEV11,WebDeveloper,30,1,20038,180
DEV12,WebDeveloper,30,1,20038,140
DEV14,WebConsultant,20,1,14664,445
DEV15,WebConsultant,20,1,14664,320
DEV16,WebDeveloper,30,1,20038,200
DEV17,WebDeveloper,30,1,20038,190
DEV18,ProjectManager,70,4,24392,120
DEV19,WebDeveloper,30,1,20038,125
DEV20,ProjectManager,70,4,24392,30
TES1,WebConsultant,20,1,14664,285
TES2,WebConsultant,20,1,14664,255
TES3,WebConsultant,20,1,14664,225
TES6,WebDeveloper,30,1,20038,190
TES7,ProjectManager,70,4,24392,105
REL1,WebDeveloper,30,1,20038,115
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,55
REQ2,ProjectManager,70,4,24392,50
REQ3,ProjectManager,70,4,24392,30
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,30
DES3,WebDesigner,60,3,20038,425
DES4,ProjectManager,70,4,24392,35
DES5,WebDesigner,60,3,20038,190
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,80,6,29049,65
DEV2,WebDeveloper,80,6,29049,40
DEV3,WebDeveloper,80,6,29049,105
DEV4,WebDeveloper,80,6,29049,160
DEV5,WebDeveloper,80,6,29049,95
DEV6,WebDeveloper,80,6,29049,65
DEV7,WebDeveloper,80,6,29049,50
DEV8,WebDeveloper,80,6,29049,60
DEV9,WebDeveloper,80,6,29049,50
DEV11,WebDeveloper,80,6,29049,115
DEV12,WebDeveloper,80,6,29049,105
DEV16,WebDeveloper,80,6,29049,125
DEV17,WebDeveloper,80,6,29049,115
DEV18,ProjectManager,70,4,24392,105
DEV19,WebDeveloper,80,6,29049,85
DEV20,ProjectManager,70,4,24392,30
TES6,WebDeveloper,80,6,29049,65
TES7,ProjectManager,70,4,24392,65
REL1,WebDeveloper,80,6,29049,55
REL5,ProjectManager,70,4,24392,65
DEV10,WebConsultant,50,3,17888,445
DEV14,WebConsultant,50,3,17888,405
DEV15,WebConsultant,50,3,17888,260
TES1,WebConsultant,50,3,17888,205
TES2,WebConsultant,50,3,17888,215
TES3,WebConsultant,50,3,17888,170
DEV10,WebConsultant,70,4,20038,345
DEV14,WebConsultant,70,4,20038,445
DEV15,WebConsultant,70,4,20038,260
TES1,WebConsultant,70,4,20038,210
TES2,WebConsultant,70,4,20038,205
TES3,WebConsultant,70,4,20038,200
REQ1,ProjectManager,70,4,24392,40
REQ2,ProjectManager,70,4,24392,60
REQ3,ProjectManager,70,4,24392,35
REQ4,ProjectManager,70,4,24392,60
DES1,ProjectManager,70,4,24392,35
DES2,ProjectManager,70,4,24392,35
DES3,WebDesigner,60,3,20038,415
DES4,ProjectManager,70,4,24392,50
DES5,WebDesigner,60,3,20038,150
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,50,3,24392,75
DEV2,WebDeveloper,50,3,24392,50
DEV3,WebDeveloper,50,3,24392,115
DEV4,WebDeveloper,50,3,24392,170
DEV5,WebDeveloper,50,3,24392,115
DEV6,WebDeveloper,50,3,24392,55
DEV7,WebDeveloper,50,3,24392,85
DEV8,WebDeveloper,50,3,24392,75
DEV9,WebDeveloper,50,3,24392,70
DEV11,WebDeveloper,50,3,24392,125
DEV12,WebDeveloper,50,3,24392,125
DEV16,WebDeveloper,50,3,24392,140
DEV17,WebDeveloper,50,3,24392,115
DEV18,ProjectManager,70,4,24392,115
DEV19,WebDeveloper,50,3,24392,115
DEV20,ProjectManager,70,4,24392,40
TES6,WebDeveloper,50,3,24392,115
TES7,ProjectManager,70,4,24392,75
REL1,WebDeveloper,50,3,24392,65
REL5,ProjectManager,70,4,24392,55
REQ1,ProjectManager,70,4,24392,65
REQ2,ProjectManager,70,4,24392,55
REQ3,ProjectManager,70,4,24392,40
REQ4,ProjectManager,70,4,24392,55
DES1,ProjectManager,70,4,24392,30
DES2,ProjectManager,70,4,24392,40
DES3,WebDesigner,60,3,20038,475
DES4,ProjectManager,70,4,24392,30
DES5,WebDesigner,60,3,20038,170
DES6,ProjectManager,70,4,24392,30
DEV1,WebDeveloper,30,1,20038,105
DEV2,WebDeveloper,30,1,20038,75
DEV3,WebDeveloper,30,1,20038,175
DEV4,WebDeveloper,30,1,20038,285
DEV5,WebDeveloper,30,1,20038,145
DEV6,WebDeveloper,30,1,20038,125
DEV7,WebDeveloper,30,1,20038,105
DEV8,WebDeveloper,30,1,20038,95
DEV9,WebDeveloper,30,1,20038,95
